t  1  2  3  jxH0100
5.89  -1.28355  -2.8  -2.8  -1.28355
5.9  -1.36901  -3  -3  -1.36901
5.91  -1.45367  -3.2  -3.2  -1.45367
5.92  -1.53754  -3.4  -3.4  -1.53754
5.93  -1.62061  -3.6  -3.6  -1.62061
5.94  -1.70291  -3.8  -3.8  -1.70291
5.95  -1.78443  -4  -4  -1.78443
5.96  -1.86517  -4.2  -4.2  -1.86517
5.97  -1.94515  -4.4  -4.4  -1.94515
5.98  -2.02437  -4.6  -4.6  -2.02437
5.99  -2.10284  -4.8  -4.8  -2.10284
6  -2.18055  -5  -5  -2.18055
6.01  -2.18007  -5  -5  -2.18007
6.02  -2.18007  -5  -5  -2.18007
6.03  -2.18007  -5  -5  -2.18007
6.04  -2.18007  -5  -5  -2.18007
6.05  -2.18007  -5  -5  -2.18007
6.06  -2.18007  -5  -5  -2.18007
6.07  -2.18007  -5  -5  -2.18007
6.08  -2.18007  -5  -5  -2.18007
6.09  -2.18007  -5  -5  -2.18007
6.1  -2.18007  -5  -5  -2.18007
6.11  -2.18007  -5  -5  -2.18007
6.12  -2.18007  -5  -5  -2.18007
6.13  -2.18007  -5  -5  -2.18007
6.14  -2.18007  -5  -5  -2.18007
6.15  -2.18007  -5  -5  -2.18007
6.16  -2.18007  -5  -5  -2.18007
6.17  -2.18007  -5  -5  -2.18007
6.18  -2.18007  -5  -5  -2.18007
6.19  -2.18007  -5  -5  -2.18007
6.2  -2.18007  -5  -5  -2.18007
6.21  -2.18007  -5  -5  -2.18007
6.22  -2.18007  -5  -5  -2.18007
6.23  -2.18007  -5  -5  -2.18007
6.24  -2.18007  -5  -5  -2.18007
6.25  -2.18007  -5  -5  -2.18007
6.26  -2.18007  -5  -5  -2.18007
6.27  -2.18007  -5  -5  -2.18007
6.28  -2.18007  -5  -5  -2.18007
6.29  -2.18007  -5  -5  -2.18007
6.3  -2.18007  -5  -5  -2.18007
6.31  -2.18007  -5  -5  -2.18007
6.32  -2.18007  -5  -5  -2.18007
6.33  -2.18007  -5  -5  -2.18007
6.34  -2.18007  -5  -5  -2.18007
6.35  -2.18007  -5  -5  -2.18007
6.36  -2.18007  -5  -5  -2.18007
6.37  -2.18007  -5  -5  -2.18007
6.38  -2.18007  -5  -5  -2.18007
6.39  -2.18007  -5  -5  -2.18007
6.4  -2.18007  -5  -5  -2.18007
6.41  -2.18007  -5  -5  -2.18007
6.42  -2.18007  -5  -5  -2.18007
6.43  -2.18007  -5  -5  -2.18007
6.44  -2.18007  -5  -5  -2.18007
6.45  -2.18007  -5  -5  -2.18007
6.46  -2.18007  -5  -5  -2.18007
6.47  -2.18007  -5  -5  -2.18007
6.48  -2.18007  -5  -5  -2.18007
6.49  -2.18007  -5  -5  -2.18007
6.5  -2.18007  -5  -5  -2.18007
6.51  -2.18007  -5  -5  -2.18007
6.52  -2.18007  -5  -5  -2.18007
6.53  -2.18007  -5  -5  -2.18007
6.54  -2.18007  -5  -5  -2.18007
6.55  -2.18007  -5  -5  -2.18007
6.56  -2.18007  -5  -5  -2.18007
6.57  -2.18007  -5  -5  -2.18007
6.58  -2.18007  -5  -5  -2.18007
6.59  -2.18007  -5  -5  -2.18007
6.6  -2.18007  -5  -5  -2.18007
6.61  -2.18007  -5  -5  -2.18007
6.62  -2.18007  -5  -5  -2.18007
6.63  -2.18007  -5  -5  -2.18007
6.64  -2.18007  -5  -5  -2.18007
6.65  -2.18007  -5  -5  -2.18007
6.66  -2.18007  -5  -5  -2.18007
6.67  -2.18007  -5  -5  -2.18007
6.68  -2.18007  -5  -5  -2.18007
6.69  -2.18007  -5  -5  -2.18007
6.7  -2.18007  -5  -5  -2.18007
6.71  -2.18007  -5  -5  -2.18007
6.72  -2.18007  -5  -5  -2.18007
6.73  -2.18007  -5  -5  -2.18007
6.74  -2.18007  -5  -5  -2.18007
6.75  -2.18007  -5  -5  -2.18007
6.76  -2.18007  -5  -5  -2.18007
6.77  -2.18007  -5  -5  -2.18007
6.78  -2.18007  -5  -5  -2.18007
6.79  -2.18007  -5  -5  -2.18007
6.8  -2.18007  -5  -5  -2.18007
6.81  -2.18007  -5  -5  -2.18007
6.82  -2.18007  -5  -5  -2.18007
6.83  -2.18007  -5  -5  -2.18007
6.84  -2.18007  -5  -5  -2.18007
6.85  -2.18007  -5  -5  -2.18007
6.86  -2.18007  -5  -5  -2.18007
6.87  -2.18007  -5  -5  -2.18007
6.88  -2.18007  -5  -5  -2.18007
6.89  -2.18007  -5  -5  -2.18007
6.9  -2.18007  -5  -5  -2.18007
6.91  -2.18007  -5  -5  -2.18007
6.92  -2.18007  -5  -5  -2.18007
6.93  -2.18007  -5  -5  -2.18007
6.94  -2.18007  -5  -5  -2.18007
6.95  -2.18007  -5  -5  -2.18007
6.96  -2.18007  -5  -5  -2.18007
6.97  -2.18007  -5  -5  -2.18007
6.98  -2.18007  -5  -5  -2.18007
6.99  -2.18007  -5  -5  -2.18007
7  -2.18007  -5  -5  -2.18007
7.01  -2.18007  -5  -5  -2.18007
7.02  -2.18007  -5  -5  -2.18007
7.03  -2.18007  -5  -5  -2.18007
7.04  -2.18007  -5  -5  -2.18007
7.05  -2.18007  -5  -5  -2.18007
7.06  -2.18007  -5  -5  -2.18007
7.07  -2.18007  -5  -5  -2.18007
7.08  -2.18007  -5  -5  -2.18007
7.09  -2.18007  -5  -5  -2.18007
7.1  -2.18007  -5  -5  -2.18007
7.11  -2.18007  -5  -5  -2.18007
7.12  -2.18007  -5  -5  -2.18007
7.13  -2.18007  -5  -5  -2.18007
7.14  -2.18007  -5  -5  -2.18007
7.15  -2.18007  -5  -5  -2.18007
7.16  -2.18007  -5  -5  -2.18007
7.17  -2.18007  -5  -5  -2.18007
7.18  -2.18007  -5  -5  -2.18007
7.19  -2.18007  -5  -5  -2.18007
7.2  -2.18007  -5  -5  -2.18007
7.21  -2.18007  -5  -5  -2.18007
7.22  -2.18007  -5  -5  -2.18007
7.23  -2.18007  -5  -5  -2.18007
7.24  -2.18007  -5  -5  -2.18007
7.25  -2.18007  -5  -5  -2.18007
7.26  -2.18007  -5  -5  -2.18007
7.27  -2.18007  -5  -5  -2.18007
7.28  -2.18007  -5  -5  -2.18007
7.29  -2.18007  -5  -5  -2.18007
7.3  -2.18007  -5  -5  -2.18007
7.31  -2.18007  -5  -5  -2.18007
7.32  -2.18007  -5  -5  -2.18007
7.33  -2.18007  -5  -5  -2.18007
7.34  -2.18007  -5  -5  -2.18007
7.35  -2.18007  -5  -5  -2.18007
7.36  -2.18007  -5  -5  -2.18007
7.37  -2.18007  -5  -5  -2.18007
7.38  -2.18007  -5  -5  -2.18007
7.39  -2.18007  -5  -5  -2.18007
7.4  -2.18007  -5  -5  -2.18007
7.41  -2.18007  -5  -5  -2.18007
7.42  -2.18007  -5  -5  -2.18007
7.43  -2.18007  -5  -5  -2.18007
7.44  -2.18007  -5  -5  -2.18007
7.45  -2.18007  -5  -5  -2.18007
7.46  -2.18007  -5  -5  -2.18007
7.47  -2.18007  -5  -5  -2.18007
7.48  -2.18007  -5  -5  -2.18007
7.49  -2.18007  -5  -5  -2.18007
7.5  -2.18007  -5  -5  -2.18007
7.51  -2.18007  -5  -5  -2.18007
7.52  -2.18007  -5  -5  -2.18007
7.53  -2.18007  -5  -5  -2.18007
7.54  -2.18007  -5  -5  -2.18007
7.55  -2.18007  -5  -5  -2.18007
7.56  -2.18007  -5  -5  -2.18007
7.57  -2.18007  -5  -5  -2.18007
7.58  -2.18007  -5  -5  -2.18007
7.59  -2.18007  -5  -5  -2.18007
7.6  -2.18007  -5  -5  -2.18007
7.61  -2.18007  -5  -5  -2.18007
7.62  -2.18007  -5  -5  -2.18007
7.63  -2.18007  -5  -5  -2.18007
7.64  -2.18007  -5  -5  -2.18007
7.65  -2.18007  -5  -5  -2.18007
7.66  -2.18007  -5  -5  -2.18007
7.67  -2.18007  -5  -5  -2.18007
7.68  -2.18007  -5  -5  -2.18007
7.69  -2.18007  -5  -5  -2.18007
7.7  -2.18007  -5  -5  -2.18007
7.71  -2.18007  -5  -5  -2.18007
7.72  -2.18007  -5  -5  -2.18007
7.73  -2.18007  -5  -5  -2.18007
7.74  -2.18007  -5  -5  -2.18007
7.75  -2.18007  -5  -5  -2.18007
7.76  -2.18007  -5  -5  -2.18007
7.77  -2.18007  -5  -5  -2.18007
7.78  -2.18007  -5  -5  -2.18007
7.79  -2.18007  -5  -5  -2.18007
7.8  -2.18007  -5  -5  -2.18007
7.81  -2.18007  -5  -5  -2.18007
7.82  -2.18007  -5  -5  -2.18007
7.83  -2.18007  -5  -5  -2.18007
7.84  -2.18007  -5  -5  -2.18007
7.85  -2.18007  -5  -5  -2.18007
7.86  -2.18007  -5  -5  -2.18007
7.87  -2.18007  -5  -5  -2.18007
7.88  -2.18007  -5  -5  -2.18007
7.89  -2.18007  -5  -5  -2.18007
7.9  -2.18007  -5  -5  -2.18007
7.91  -2.18007  -5  -5  -2.18007
7.92  -2.18007  -5  -5  -2.18007
7.93  -2.18007  -5  -5  -2.18007
7.94  -2.18007  -5  -5  -2.18007
7.95  -2.18007  -5  -5  -2.18007
7.96  -2.18007  -5  -5  -2.18007
7.97  -2.18007  -5  -5  -2.18007
7.98  -2.18007  -5  -5  -2.18007
7.99  -2.18007  -5  -5  -2.18007
8  -2.18007  -5  -5  -2.18007
8.01  -2.18007  -5  -5  -2.18007
8.02  -2.18007  -5  -5  -2.18007
8.03  -2.18007  -5  -5  -2.18007
8.04  -2.18007  -5  -5  -2.18007
8.05  -2.18007  -5  -5  -2.18007
8.06  -2.18007  -5  -5  -2.18007
8.07  -2.18007  -5  -5  -2.18007
8.08  -2.18007  -5  -5  -2.18007
8.09  -2.18007  -5  -5  -2.18007
8.1  -2.18007  -5  -5  -2.18007
8.11  -2.18007  -5  -5  -2.18007
8.12  -2.18007  -5  -5  -2.18007
8.13  -2.18007  -5  -5  -2.18007
8.14  -2.18007  -5  -5  -2.18007
8.15  -2.18007  -5  -5  -2.18007
8.16  -2.18007  -5  -5  -2.18007
8.17  -2.18007  -5  -5  -2.18007
8.18  -2.18007  -5  -5  -2.18007
8.19  -2.18007  -5  -5  -2.18007
8.2  -2.18007  -5  -5  -2.18007
8.21  -2.18007  -5  -5  -2.18007
8.22  -2.18007  -5  -5  -2.18007
8.23  -2.18007  -5  -5  -2.18007
8.24  -2.18007  -5  -5  -2.18007
8.25  -2.18007  -5  -5  -2.18007
8.26  -2.18007  -5  -5  -2.18007
8.27  -2.18007  -5  -5  -2.18007
8.28  -2.18007  -5  -5  -2.18007
8.29  -2.18007  -5  -5  -2.18007
8.3  -2.18007  -5  -5  -2.18007
8.31  -2.18007  -5  -5  -2.18007
8.32  -2.18007  -5  -5  -2.18007
8.33  -2.18007  -5  -5  -2.18007
8.34  -2.18007  -5  -5  -2.18007
8.35  -2.18007  -5  -5  -2.18007
8.36  -2.18007  -5  -5  -2.18007
8.37  -2.18007  -5  -5  -2.18007
8.38  -2.18007  -5  -5  -2.18007
8.39  -2.18007  -5  -5  -2.18007
8.4  -2.18007  -5  -5  -2.18007
8.41  -2.18007  -5  -5  -2.18007
8.42  -2.18007  -5  -5  -2.18007
8.43  -2.18007  -5  -5  -2.18007
8.44  -2.18007  -5  -5  -2.18007
8.45  -2.18007  -5  -5  -2.18007
8.46  -2.18007  -5  -5  -2.18007
8.47  -2.18007  -5  -5  -2.18007
8.48  -2.18007  -5  -5  -2.18007
8.49  -2.18007  -5  -5  -2.18007
8.5  -2.18007  -5  -5  -2.18007
8.51  -2.18007  -5  -5  -2.18007
8.52  -2.18007  -5  -5  -2.18007
8.53  -2.18007  -5  -5  -2.18007
8.54  -2.18007  -5  -5  -2.18007
8.55  -2.18007  -5  -5  -2.18007
8.56  -2.18007  -5  -5  -2.18007
8.57  -2.18007  -5  -5  -2.18007
8.58  -2.18007  -5  -5  -2.18007
8.59  -2.18007  -5  -5  -2.18007
8.6  -2.18007  -5  -5  -2.18007
8.61  -2.18007  -5  -5  -2.18007
8.62  -2.18007  -5  -5  -2.18007
8.63  -2.18007  -5  -5  -2.18007
8.64  -2.18007  -5  -5  -2.18007
8.65  -2.18007  -5  -5  -2.18007
8.66  -2.18007  -5  -5  -2.18007
8.67  -2.18007  -5  -5  -2.18007
8.68  -2.18007  -5  -5  -2.18007
8.69  -2.18007  -5  -5  -2.18007
8.7  -2.18007  -5  -5  -2.18007
8.71  -2.18007  -5  -5  -2.18007
8.72  -2.18007  -5  -5  -2.18007
8.73  -2.18007  -5  -5  -2.18007
8.74  -2.18007  -5  -5  -2.18007
8.75  -2.18007  -5  -5  -2.18007
8.76  -2.18007  -5  -5  -2.18007
8.77  -2.18007  -5  -5  -2.18007
8.78  -2.18007  -5  -5  -2.18007
8.79  -2.18007  -5  -5  -2.18007
8.8  -2.18007  -5  -5  -2.18007
8.81  -2.18007  -5  -5  -2.18007
8.82  -2.18007  -5  -5  -2.18007
8.83  -2.18007  -5  -5  -2.18007
8.84  -2.18007  -5  -5  -2.18007
8.85  -2.18007  -5  -5  -2.18007
8.86  -2.18007  -5  -5  -2.18007
8.87  -2.18007  -5  -5  -2.18007
8.88  -2.18007  -5  -5  -2.18007
8.89  -2.18007  -5  -5  -2.18007
8.9  -2.18007  -5  -5  -2.18007
8.91  -2.18007  -5  -5  -2.18007
8.92  -2.18007  -5  -5  -2.18007
8.93  -2.18007  -5  -5  -2.18007
8.94  -2.18007  -5  -5  -2.18007
8.95  -2.18007  -5  -5  -2.18007
8.96  -2.18007  -5  -5  -2.18007
8.97  -2.18007  -5  -5  -2.18007
8.98  -2.18007  -5  -5  -2.18007
8.99  -2.18007  -5  -5  -2.18007
9  -2.18007  -5  -5  -2.18007
9.01  -2.18007  -5  -5  -2.18007
9.02  -2.18007  -5  -5  -2.18007
9.03  -2.18007  -5  -5  -2.18007
9.04  -2.18007  -5  -5  -2.18007
9.05  -2.18007  -5  -5  -2.18007
9.06  -2.18007  -5  -5  -2.18007
9.07  -2.18007  -5  -5  -2.18007
9.08  -2.18007  -5  -5  -2.18007
9.09  -2.18007  -5  -5  -2.18007
9.1  -2.18007  -5  -5  -2.18007
9.11  -2.18007  -5  -5  -2.18007
9.12  -2.18007  -5  -5  -2.18007
9.13  -2.18007  -5  -5  -2.18007
9.14  -2.18007  -5  -5  -2.18007
9.15  -2.18007  -5  -5  -2.18007
9.16  -2.18007  -5  -5  -2.18007
9.17  -2.18007  -5  -5  -2.18007
9.18  -2.18007  -5  -5  -2.18007
9.19  -2.18007  -5  -5  -2.18007
9.2  -2.18007  -5  -5  -2.18007
9.21  -2.18007  -5  -5  -2.18007
9.22  -2.18007  -5  -5  -2.18007
9.23  -2.18007  -5  -5  -2.18007
9.24  -2.18007  -5  -5  -2.18007
9.25  -2.18007  -5  -5  -2.18007
9.26  -2.18007  -5  -5  -2.18007
9.27  -2.18007  -5  -5  -2.18007
9.28  -2.18007  -5  -5  -2.18007
9.29  -2.18007  -5  -5  -2.18007
9.3  -2.18007  -5  -5  -2.18007
9.31  -2.18007  -5  -5  -2.18007
9.32  -2.18007  -5  -5  -2.18007
9.33  -2.18007  -5  -5  -2.18007
9.34  -2.18007  -5  -5  -2.18007
9.35  -2.18007  -5  -5  -2.18007
9.36  -2.18007  -5  -5  -2.18007
9.37  -2.18007  -5  -5  -2.18007
9.38  -2.18007  -5  -5  -2.18007
9.39  -2.18007  -5  -5  -2.18007
9.4  -2.18007  -5  -5  -2.18007
9.41  -2.18007  -5  -5  -2.18007
9.42  -2.18007  -5  -5  -2.18007
9.43  -2.18007  -5  -5  -2.18007
9.44  -2.18007  -5  -5  -2.18007
9.45  -2.18007  -5  -5  -2.18007
9.46  -2.18007  -5  -5  -2.18007
9.47  -2.18007  -5  -5  -2.18007
9.48  -2.18007  -5  -5  -2.18007
9.49  -2.18007  -5  -5  -2.18007
9.5  -2.18007  -5  -5  -2.18007
9.51  -2.18007  -5  -5  -2.18007
9.52  -2.18007  -5  -5  -2.18007
9.53  -2.18007  -5  -5  -2.18007
9.54  -2.18007  -5  -5  -2.18007
9.55  -2.18007  -5  -5  -2.18007
9.56  -2.18007  -5  -5  -2.18007
9.57  -2.18007  -5  -5  -2.18007
9.58  -2.18007  -5  -5  -2.18007
9.59  -2.18007  -5  -5  -2.18007
9.6  -2.18007  -5  -5  -2.18007
9.61  -2.18007  -5  -5  -2.18007
9.62  -2.18007  -5  -5  -2.18007
9.63  -2.18007  -5  -5  -2.18007
9.64  -2.18007  -5  -5  -2.18007
9.65  -2.18007  -5  -5  -2.18007
9.66  -2.18007  -5  -5  -2.18007
9.67  -2.18007  -5  -5  -2.18007
9.68  -2.18007  -5  -5  -2.18007
9.69  -2.18007  -5  -5  -2.18007
9.7  -2.18007  -5  -5  -2.18007
9.71  -2.18007  -5  -5  -2.18007
9.72  -2.18007  -5  -5  -2.18007
9.73  -2.18007  -5  -5  -2.18007
9.74  -2.18007  -5  -5  -2.18007
9.75  -2.18007  -5  -5  -2.18007
9.76  -2.18007  -5  -5  -2.18007
9.77  -2.18007  -5  -5  -2.18007
9.78  -2.18007  -5  -5  -2.18007
9.79  -2.18007  -5  -5  -2.18007
9.8  -2.18007  -5  -5  -2.18007
9.81  -2.18007  -5  -5  -2.18007
9.82  -2.18007  -5  -5  -2.18007
9.83  -2.18007  -5  -5  -2.18007
9.84  -2.18007  -5  -5  -2.18007
9.85  -2.18007  -5  -5  -2.18007
9.86  -2.18007  -5  -5  -2.18007
9.87  -2.18007  -5  -5  -2.18007
9.88  -2.18007  -5  -5  -2.18007
9.89  -2.18007  -5  -5  -2.18007
9.9  -2.18007  -5  -5  -2.18007
9.91  -2.18007  -5  -5  -2.18007
9.92  -2.18007  -5  -5  -2.18007
9.93  -2.18007  -5  -5  -2.18007
9.94  -2.18007  -5  -5  -2.18007
9.95  -2.18007  -5  -5  -2.18007
9.96  -2.18007  -5  -5  -2.18007
9.97  -2.18007  -5  -5  -2.18007
9.98  -2.18007  -5  -5  -2.18007
9.99  -2.18007  -5  -5  -2.18007
10  -2.18007  -5  -5  -2.18007
