t 1 2 3 jxH0100 
6.82 -1e-09 -5 -5 -1e-09
6.83 -1e-09 -5 -5 -1e-09
6.84 -1e-09 -5 -5 -1e-09
6.85 -1e-09 -5 -5 -1e-09
6.86 -1e-09 -5 -5 -1e-09
6.87 -1e-09 -5 -5 -1e-09
6.88 -1e-09 -5 -5 -1e-09
6.89 -1e-09 -5 -5 -1e-09
6.9 -1e-09 -5 -5 -1e-09
6.91 -1e-09 -5 -5 -1e-09
6.92 -1e-09 -5 -5 -1e-09
6.93 -1e-09 -5 -5 -1e-09
6.94 -1e-09 -5 -5 -1e-09
6.95 -1e-09 -5 -5 -1e-09
6.96 -1e-09 -5 -5 -1e-09
6.97 -1e-09 -5 -5 -1e-09
6.98 -1e-09 -5 -5 -1e-09
6.99 -1e-09 -5 -5 -1e-09
7 -1e-09 -5 -5 -1e-09
7.01 -1e-09 -5 -5 -1e-09
7.02 -1e-09 -5 -5 -1e-09
7.03 -1e-09 -5 -5 -1e-09
7.04 -1e-09 -5 -5 -1e-09
7.05 -1e-09 -5 -5 -1e-09
7.06 -1e-09 -5 -5 -1e-09
7.07 -1e-09 -5 -5 -1e-09
7.08 -1e-09 -5 -5 -1e-09
7.09 -1e-09 -5 -5 -1e-09
7.1 -1e-09 -5 -5 -1e-09
7.11 -1e-09 -5 -5 -1e-09
7.12 -1e-09 -5 -5 -1e-09
7.13 -1e-09 -5 -5 -1e-09
7.14 -1e-09 -5 -5 -1e-09
7.15 -1e-09 -5 -5 -1e-09
7.16 -1e-09 -5 -5 -1e-09
7.17 -1e-09 -5 -5 -1e-09
7.18 -1e-09 -5 -5 -1e-09
7.19 -1e-09 -5 -5 -1e-09
7.2 -1e-09 -5 -5 -1e-09
7.21 -1e-09 -5 -5 -1e-09
7.22 -1e-09 -5 -5 -1e-09
7.23 -1e-09 -5 -5 -1e-09
7.24 -1e-09 -5 -5 -1e-09
7.25 -1e-09 -5 -5 -1e-09
7.26 -1e-09 -5 -5 -1e-09
7.27 -1e-09 -5 -5 -1e-09
7.28 -1e-09 -5 -5 -1e-09
7.29 -1e-09 -5 -5 -1e-09
7.3 -1e-09 -5 -5 -1e-09
7.31 -1e-09 -5 -5 -1e-09
7.32 -1e-09 -5 -5 -1e-09
7.33 -1e-09 -5 -5 -1e-09
7.34 -1e-09 -5 -5 -1e-09
7.35 -1e-09 -5 -5 -1e-09
7.36 -1e-09 -5 -5 -1e-09
7.37 -1e-09 -5 -5 -1e-09
7.38 -1e-09 -5 -5 -1e-09
7.39 -1e-09 -5 -5 -1e-09
7.4 -1e-09 -5 -5 -1e-09
7.41 -1e-09 -5 -5 -1e-09
7.42 -1e-09 -5 -5 -1e-09
7.43 -1e-09 -5 -5 -1e-09
7.44 -1e-09 -5 -5 -1e-09
7.45 -1e-09 -5 -5 -1e-09
7.46 -1e-09 -5 -5 -1e-09
7.47 -1e-09 -5 -5 -1e-09
7.48 -1e-09 -5 -5 -1e-09
7.49 -1e-09 -5 -5 -1e-09
7.5 -1e-09 -5 -5 -1e-09
7.51 -1e-09 -5 -5 -1e-09
7.52 -1e-09 -5 -5 -1e-09
7.53 -1e-09 -5 -5 -1e-09
7.54 -1e-09 -5 -5 -1e-09
7.55 -1e-09 -5 -5 -1e-09
7.56 -1e-09 -5 -5 -1e-09
7.57 -1e-09 -5 -5 -1e-09
7.58 -1e-09 -5 -5 -1e-09
7.59 -1e-09 -5 -5 -1e-09
7.6 -1e-09 -5 -5 -1e-09
7.61 -1e-09 -5 -5 -1e-09
7.62 -1e-09 -5 -5 -1e-09
7.63 -1e-09 -5 -5 -1e-09
7.64 -1e-09 -5 -5 -1e-09
7.65 -1e-09 -5 -5 -1e-09
7.66 -1e-09 -5 -5 -1e-09
7.67 -1e-09 -5 -5 -1e-09
7.68 -1e-09 -5 -5 -1e-09
7.69 -1e-09 -5 -5 -1e-09
7.7 -1e-09 -5 -5 -1e-09
7.71 -1e-09 -5 -5 -1e-09
7.72 -1e-09 -5 -5 -1e-09
7.73 -1e-09 -5 -5 -1e-09
7.74 -1e-09 -5 -5 -1e-09
7.75 -1e-09 -5 -5 -1e-09
7.76 -1e-09 -5 -5 -1e-09
7.77 -1e-09 -5 -5 -1e-09
7.78 -1e-09 -5 -5 -1e-09
7.79 -1e-09 -5 -5 -1e-09
7.8 -1e-09 -5 -5 -1e-09
7.81 -1e-09 -5 -5 -1e-09
7.82 -1e-09 -5 -5 -1e-09
7.83 -1e-09 -5 -5 -1e-09
7.84 -1e-09 -5 -5 -1e-09
7.85 -1e-09 -5 -5 -1e-09
7.86 -1e-09 -5 -5 -1e-09
7.87 -1e-09 -5 -5 -1e-09
7.88 -1e-09 -5 -5 -1e-09
7.89 -1e-09 -5 -5 -1e-09
7.9 -1e-09 -5 -5 -1e-09
7.91 -1e-09 -5 -5 -1e-09
7.92 -1e-09 -5 -5 -1e-09
7.93 -1e-09 -5 -5 -1e-09
7.94 -1e-09 -5 -5 -1e-09
7.95 -1e-09 -5 -5 -1e-09
7.96 -1e-09 -5 -5 -1e-09
7.97 -1e-09 -5 -5 -1e-09
7.98 -1e-09 -5 -5 -1e-09
7.99 -1e-09 -5 -5 -1e-09
8 -1e-09 -5 -5 -1e-09
8.01 -1e-09 -5 -5 -1e-09
8.02 -1e-09 -5 -5 -1e-09
8.03 -1e-09 -5 -5 -1e-09
8.04 -1e-09 -5 -5 -1e-09
8.05 -1e-09 -5 -5 -1e-09
8.06 -1e-09 -5 -5 -1e-09
8.07 -1e-09 -5 -5 -1e-09
8.08 -1e-09 -5 -5 -1e-09
8.09 -1e-09 -5 -5 -1e-09
8.1 -1e-09 -5 -5 -1e-09
8.11 -1e-09 -5 -5 -1e-09
8.12 -1e-09 -5 -5 -1e-09
8.13 -1e-09 -5 -5 -1e-09
8.14 -1e-09 -5 -5 -1e-09
8.15 -1e-09 -5 -5 -1e-09
8.16 -1e-09 -5 -5 -1e-09
8.17 -1e-09 -5 -5 -1e-09
8.18 -1e-09 -5 -5 -1e-09
8.19 -1e-09 -5 -5 -1e-09
8.2 -1e-09 -5 -5 -1e-09
8.21 -1e-09 -5 -5 -1e-09
8.22 -1e-09 -5 -5 -1e-09
8.23 -1e-09 -5 -5 -1e-09
8.24 -1e-09 -5 -5 -1e-09
8.25 -1e-09 -5 -5 -1e-09
8.26 -1e-09 -5 -5 -1e-09
8.27 -1e-09 -5 -5 -1e-09
8.28 -1e-09 -5 -5 -1e-09
8.29 -1e-09 -5 -5 -1e-09
8.3 -1e-09 -5 -5 -1e-09
8.31 -1e-09 -5 -5 -1e-09
8.32 -1e-09 -5 -5 -1e-09
8.33 -1e-09 -5 -5 -1e-09
8.34 -1e-09 -5 -5 -1e-09
8.35 -1e-09 -5 -5 -1e-09
8.36 -1e-09 -5 -5 -1e-09
8.37 -1e-09 -5 -5 -1e-09
8.38 -1e-09 -5 -5 -1e-09
8.39 -1e-09 -5 -5 -1e-09
8.4 -1e-09 -5 -5 -1e-09
8.41 -1e-09 -5 -5 -1e-09
8.42 -1e-09 -5 -5 -1e-09
8.43 -1e-09 -5 -5 -1e-09
8.44 -1e-09 -5 -5 -1e-09
8.45 -1e-09 -5 -5 -1e-09
8.46 -1e-09 -5 -5 -1e-09
8.47 -1e-09 -5 -5 -1e-09
8.48 -1e-09 -5 -5 -1e-09
8.49 -1e-09 -5 -5 -1e-09
8.5 -1e-09 -5 -5 -1e-09
8.51 -1e-09 -5 -5 -1e-09
8.52 -1e-09 -5 -5 -1e-09
8.53 -1e-09 -5 -5 -1e-09
8.54 -1e-09 -5 -5 -1e-09
8.55 -1e-09 -5 -5 -1e-09
8.56 -1e-09 -5 -5 -1e-09
8.57 -1e-09 -5 -5 -1e-09
8.58 -1e-09 -5 -5 -1e-09
8.59 -1e-09 -5 -5 -1e-09
8.6 -1e-09 -5 -5 -1e-09
8.61 -1e-09 -5 -5 -1e-09
8.62 -1e-09 -5 -5 -1e-09
8.63 -1e-09 -5 -5 -1e-09
8.64 -1e-09 -5 -5 -1e-09
8.65 -1e-09 -5 -5 -1e-09
8.66 -1e-09 -5 -5 -1e-09
8.67 -1e-09 -5 -5 -1e-09
8.68 -1e-09 -5 -5 -1e-09
8.69 -1e-09 -5 -5 -1e-09
8.7 -1e-09 -5 -5 -1e-09
8.71 -1e-09 -5 -5 -1e-09
8.72 -1e-09 -5 -5 -1e-09
8.73 -1e-09 -5 -5 -1e-09
8.74 -1e-09 -5 -5 -1e-09
8.75 -1e-09 -5 -5 -1e-09
8.76 -1e-09 -5 -5 -1e-09
8.77 -1e-09 -5 -5 -1e-09
8.78 -1e-09 -5 -5 -1e-09
8.79 -1e-09 -5 -5 -1e-09
8.8 -1e-09 -5 -5 -1e-09
8.81 -1e-09 -5 -5 -1e-09
8.82 -1e-09 -5 -5 -1e-09
8.83 -1e-09 -5 -5 -1e-09
8.84 -1e-09 -5 -5 -1e-09
8.85 -1e-09 -5 -5 -1e-09
8.86 -1e-09 -5 -5 -1e-09
8.87 -1e-09 -5 -5 -1e-09
8.88 -1e-09 -5 -5 -1e-09
8.89 -1e-09 -5 -5 -1e-09
8.9 -1e-09 -5 -5 -1e-09
8.91 -1e-09 -5 -5 -1e-09
8.92 -1e-09 -5 -5 -1e-09
8.93 -1e-09 -5 -5 -1e-09
8.94 -1e-09 -5 -5 -1e-09
8.95 -1e-09 -5 -5 -1e-09
8.96 -1e-09 -5 -5 -1e-09
8.97 -1e-09 -5 -5 -1e-09
8.98 -1e-09 -5 -5 -1e-09
8.99 -1e-09 -5 -5 -1e-09
9 -1e-09 -5 -5 -1e-09
9.01 -1e-09 -5 -5 -1e-09
9.02 -1e-09 -5 -5 -1e-09
9.03 -1e-09 -5 -5 -1e-09
9.04 -1e-09 -5 -5 -1e-09
9.05 -1e-09 -5 -5 -1e-09
9.06 -1e-09 -5 -5 -1e-09
9.07 -1e-09 -5 -5 -1e-09
9.08 -1e-09 -5 -5 -1e-09
9.09 -1e-09 -5 -5 -1e-09
9.1 -1e-09 -5 -5 -1e-09
9.11 -1e-09 -5 -5 -1e-09
9.12 -1e-09 -5 -5 -1e-09
9.13 -1e-09 -5 -5 -1e-09
9.14 -1e-09 -5 -5 -1e-09
9.15 -1e-09 -5 -5 -1e-09
9.16 -1e-09 -5 -5 -1e-09
9.17 -1e-09 -5 -5 -1e-09
9.18 -1e-09 -5 -5 -1e-09
9.19 -1e-09 -5 -5 -1e-09
9.2 -1e-09 -5 -5 -1e-09
9.21 -1e-09 -5 -5 -1e-09
9.22 -1e-09 -5 -5 -1e-09
9.23 -1e-09 -5 -5 -1e-09
9.24 -1e-09 -5 -5 -1e-09
9.25 -1e-09 -5 -5 -1e-09
9.26 -1e-09 -5 -5 -1e-09
9.27 -1e-09 -5 -5 -1e-09
9.28 -1e-09 -5 -5 -1e-09
9.29 -1e-09 -5 -5 -1e-09
9.3 -1e-09 -5 -5 -1e-09
9.31 -1e-09 -5 -5 -1e-09
9.32 -1e-09 -5 -5 -1e-09
9.33 -1e-09 -5 -5 -1e-09
9.34 -1e-09 -5 -5 -1e-09
9.35 -1e-09 -5 -5 -1e-09
9.36 -1e-09 -5 -5 -1e-09
9.37 -1e-09 -5 -5 -1e-09
9.38 -1e-09 -5 -5 -1e-09
9.39 -1e-09 -5 -5 -1e-09
9.4 -1e-09 -5 -5 -1e-09
9.41 -1e-09 -5 -5 -1e-09
9.42 -1e-09 -5 -5 -1e-09
9.43 -1e-09 -5 -5 -1e-09
9.44 -1e-09 -5 -5 -1e-09
9.45 -1e-09 -5 -5 -1e-09
9.46 -1e-09 -5 -5 -1e-09
9.47 -1e-09 -5 -5 -1e-09
9.48 -1e-09 -5 -5 -1e-09
9.49 -1e-09 -5 -5 -1e-09
9.5 -1e-09 -5 -5 -1e-09
9.51 -1e-09 -5 -5 -1e-09
9.52 -1e-09 -5 -5 -1e-09
9.53 -1e-09 -5 -5 -1e-09
9.54 -1e-09 -5 -5 -1e-09
9.55 -1e-09 -5 -5 -1e-09
9.56 -1e-09 -5 -5 -1e-09
9.57 -1e-09 -5 -5 -1e-09
9.58 -1e-09 -5 -5 -1e-09
9.59 -1e-09 -5 -5 -1e-09
9.6 -1e-09 -5 -5 -1e-09
9.61 -1e-09 -5 -5 -1e-09
9.62 -1e-09 -5 -5 -1e-09
9.63 -1e-09 -5 -5 -1e-09
9.64 -1e-09 -5 -5 -1e-09
9.65 -1e-09 -5 -5 -1e-09
9.66 -1e-09 -5 -5 -1e-09
9.67 -1e-09 -5 -5 -1e-09
9.68 -1e-09 -5 -5 -1e-09
9.69 -1e-09 -5 -5 -1e-09
9.7 -1e-09 -5 -5 -1e-09
9.71 -1e-09 -5 -5 -1e-09
9.72 -1e-09 -5 -5 -1e-09
9.73 -1e-09 -5 -5 -1e-09
9.74 -1e-09 -5 -5 -1e-09
9.75 -1e-09 -5 -5 -1e-09
9.76 -1e-09 -5 -5 -1e-09
9.77 -1e-09 -5 -5 -1e-09
9.78 -1e-09 -5 -5 -1e-09
9.79 -1e-09 -5 -5 -1e-09
9.8 -1e-09 -5 -5 -1e-09
9.81 -1e-09 -5 -5 -1e-09
9.82 -1e-09 -5 -5 -1e-09
9.83 -1e-09 -5 -5 -1e-09
9.84 -1e-09 -5 -5 -1e-09
9.85 -1e-09 -5 -5 -1e-09
9.86 -1e-09 -5 -5 -1e-09
9.87 -1e-09 -5 -5 -1e-09
9.88 -1e-09 -5 -5 -1e-09
9.89 -1e-09 -5 -5 -1e-09
9.9 -1e-09 -5 -5 -1e-09
9.91 -1e-09 -5 -5 -1e-09
9.92 -1e-09 -5 -5 -1e-09
9.93 -1e-09 -5 -5 -1e-09
9.94 -1e-09 -5 -5 -1e-09
9.95 -1e-09 -5 -5 -1e-09
9.96 -1e-09 -5 -5 -1e-09
9.97 -1e-09 -5 -5 -1e-09
9.98 -1e-09 -5 -5 -1e-09
9.99 -1e-09 -5 -5 -1e-09
10 -1e-09 -5 -5 -1e-09
